,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1269,BERNAT Laura,F,15,Poland,POL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
2936,de FREITAS Mya,F,15,Saint Vincent and the Grenadines,VIN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
6090,JUNG Hyunyoung,F,15,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
7333,LEE Eunji,F,15,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
7334,LEE Eunji,F,15,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
4732,GRIMES Katie,F,15,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
12271,SIMS Arabella,F,16,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,Silver
903,BALDUCCINI Stephanie,F,16,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
904,BALDUCCINI Stephanie,F,16,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
12918,TAKYI Unilez,F,16,Ghana,GHA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
14342,WHITTLE Jacob,M,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
14343,WHITTLE Jacob,M,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,
5727,INCE Kimberly,F,16,Grenada,GRN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
10469,PILATO Benedetta,F,16,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
4285,GATT Sasha,F,16,Malta,MLT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
4286,GATT Sasha,F,16,Malta,MLT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
6780,KOK SHUN Alicia,F,16,Mauritius,MRI,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
3348,DRUENNE Theo,M,16,Monaco,MON,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 1500m Freestyle,
1415,BLAZHEVSKA EMINOVA Mia,F,16,North Macedonia,MKD,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
11656,SANTOS SILVA Emily M.,F,16,Panama,PAN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
12092,SHEEHAN Miriam,F,16,Puerto Rico,PUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
12093,SHEEHAN Miriam,F,16,Puerto Rico,PUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
2651,COSTEA Bianca-Andreea,F,16,Romania,ROU,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
2652,COSTEA Bianca-Andreea,F,16,Romania,ROU,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
10629,POPOVICI David,M,16,Romania,ROU,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
10630,POPOVICI David,M,16,Romania,ROU,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
10631,POPOVICI David,M,16,Romania,ROU,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
2356,CHIKUNOVA Evgeniia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
2357,CHIKUNOVA Evgeniia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Breaststroke,
2358,CHIKUNOVA Evgeniia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
13480,TUNCEL Merve,F,16,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
13481,TUNCEL Merve,F,16,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
13482,TUNCEL Merve,F,16,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
13483,TUNCEL Merve,F,16,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
9345,NAMUTEBI Kirabo,F,16,Uganda,UGA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
9666,O'CALLAGHAN Mollie,F,17,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,Gold
9668,O'CALLAGHAN Mollie,F,17,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,Gold
12971,TANG Muhan,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,Gold
5852,JACOBY Lydia,F,17,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,Gold
2749,CURZAN Claire,F,17,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,Silver
5853,JACOBY Lydia,F,17,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,Silver
2604,COOPER Isaac,M,17,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,Bronze
9667,O'CALLAGHAN Mollie,F,17,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,Bronze
6126,KADIU Kledi,M,17,Albania,ALB,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
2603,COOPER Isaac,M,17,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
12094,SHEIKHALIZADEHKHANGHAH Mariam,F,17,Azerbaijan,AZE,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
13078,TENZIN Sangay,M,17,Bhutan,BHU,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
1180,BELLIO Katrina,F,17,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
10477,PINA Jayla,F,17,Cape Verde,CPV,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
2483,CISTERNAS Eduardo,M,17,Chile,CHI,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
12970,TANG Muhan,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
12972,TANG Qianting,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
12973,TANG Qianting,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
572,ANTONIOU Nikolas,M,17,Cyprus,CYP,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
573,ANTONIOU Nikolas,M,17,Cyprus,CYP,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
11412,RYBAK-ANDERSEN Clara,F,17,Denmark,DEN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
2775,da SILVA VIEGAS Jose Joao,M,17,East Timor,TLS,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
13094,TESSARIOL Lucile,F,17,France,FRA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
4450,GIRARD de LANGLADE MPALI Aya,F,17,Gabon,GAB,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
13370,TOURE Mariama,F,17,Guinea,GUI,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
8731,MIHALYVARI-FARKAS Viktoria,F,17,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
8732,MIHALYVARI-FARKAS Viktoria,F,17,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Individual Medley,
14691,YANAGIMOTO Konosuke,M,17,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
14968,ZEQIRI Eda,F,17,Kosovo,KOS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
2868,DASHTI Lara,F,17,Kuwait,KUW,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
8316,MATEUS Alicia,F,17,Mozambique,MOZ,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
3731,FAIRWEATHER Erika,F,17,New Zealand,NZL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
3732,FAIRWEATHER Erika,F,17,New Zealand,NZL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
3733,FAIRWEATHER Erika,F,17,New Zealand,NZL,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
9703,OGUNBANWO Abiola,F,17,Nigeria,NGR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
9592,NOUR Dania,F,17,Palestine,PLE,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
372,ALONSO Luana,F,17,Paraguay,PAR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
2386,CHMIELEWSKI Krzysztof,M,17,Poland,POL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
1994,CANNY Aimee,F,17,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
1995,CANNY Aimee,F,17,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
2529,COETZE Pieter,M,17,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
4161,GAFFOOR Aniqah,F,17,Sri Lanka,SRI,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
3772,FAST Emelie,F,17,Sweden,SWE,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
1452,BOCEKLER Beril,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,
1453,BOCEKLER Beril,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
3673,ERTAN Deniz,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
3674,ERTAN Deniz,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
3675,ERTAN Deniz,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
2748,CURZAN Claire,F,17,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
5854,JACOBY Lydia,F,17,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
4021,FRANK Nicole,F,17,Uruguay,URU,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,
6280,KATAI Donata,F,17,Zimbabwe,ZIM,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
11092,RICHARDS Matthew,M,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,Gold
4897,HAFNAOUI Ahmed,M,18,Tunisia,TUN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,Gold
5620,HUSKE Torri,F,18,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,Silver
4611,GORDO Salvador,M,18,Angola,ANG,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
8111,MANUCHARYAN Varsenik,F,18,Armenia,ARM,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
4645,GRABOWSKI Lena,F,18,Austria,AUT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
4646,GRABOWSKI Lena,F,18,Austria,AUT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
195,AHMED ALI YUSUF Abdulla Essa,M,18,Bahrain,BRN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
197,AHMED Junayna,F,18,Bangladesh,BAN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
13236,TITUS Danielle,F,18,Barbados,BAR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
12166,SHKURDAI Anastasiya,F,18,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
12167,SHKURDAI Anastasiya,F,18,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
12168,SHKURDAI Anastasiya,F,18,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
12169,SHKURDAI Anastasiya,F,18,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
12170,SHKURDAI Anastasiya,F,18,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
7468,LEVTEROV Kaloyan,M,18,Bulgaria,BUL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
7469,LEVTEROV Kaloyan,M,18,Bulgaria,BUL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Backstroke,
8753,MILADINOV Josif,M,18,Bulgaria,BUL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
8754,MILADINOV Josif,M,18,Bulgaria,BUL,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
8759,MILANESI Norah Elisabeth,F,18,Cameroon,CMR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
7538,LIENDO EDWARDS Joshua,M,18,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
7539,LIENDO EDWARDS Joshua,M,18,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
7540,LIENDO EDWARDS Joshua,M,18,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
7541,LIENDO EDWARDS Joshua,M,18,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,
7542,LIENDO EDWARDS Joshua,M,18,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,
10687,PRATT Cole,M,18,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
5426,HONG Jinquan,M,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
10262,PENG Xuwei,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
10263,PENG Xuwei,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
10264,PENG Xuwei,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
14565,WU Qingfeng,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
14566,WU Qingfeng,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
14567,WU Qingfeng,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
14568,WU Qingfeng,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
9996,PADRON Beatriz,F,18,Costa Rica,CRC,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
11090,RICHARDS Matthew,M,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
11091,RICHARDS Matthew,M,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,
6872,KOS Hubert,M,18,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
6873,KOS Hubert,M,18,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,
15092,ZOMBORI Gabor,M,18,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
15093,ZOMBORI Gabor,M,18,Hungary,HUN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
4603,GORBENKO Anastasia,F,18,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
4604,GORBENKO Anastasia,F,18,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
4605,GORBENKO Anastasia,F,18,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Breaststroke,
4606,GORBENKO Anastasia,F,18,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
4607,GORBENKO Anastasia,F,18,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,
4608,GORBENKO Anastasia,F,18,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
5694,IKEMOTO Nagisa,F,18,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,
12982,TANIGAWA Ageha,F,18,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Individual Medley,
6810,KONDIROLLI Olt,M,18,Kosovo,KOS,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
8064,MALUKA Ieva,F,18,Latvia,LAT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
8065,MALUKA Ieva,F,18,Latvia,LAT,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
6116,KABBARA Munzer Mark,M,18,Lebanon,LBN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
580,ANTUNOVIC Andela,F,18,Montenegro,MNE,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
6449,KHIYARA Lina,F,18,Morocco,MAR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
12038,SHAH Alexander,M,18,Nepal,NEP,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
12278,SINGH Gaurika,F,18,Nepal,NEP,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
1563,BORODIN Ilia,M,18,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
1564,BORODIN Ilia,M,18,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
2219,CHARLEMAGNE Mikaili,F,18,Saint Lucia,LCA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
3406,DUMBUYA Tity,F,18,Sierra Leone,SLE,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
3361,du PREEZ Ethan,M,18,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
11697,SATES Matthew,M,18,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
11698,SATES Matthew,M,18,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
5634,HWANG Sunwoo,M,18,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
5635,HWANG Sunwoo,M,18,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
5636,HWANG Sunwoo,M,18,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
5637,HWANG Sunwoo,M,18,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
9007,MOON Seungwoo,M,18,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
9008,MOON Seungwoo,M,18,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
3221,DJAKOVIC Antonio,M,18,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
3222,DJAKOVIC Antonio,M,18,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
3223,DJAKOVIC Antonio,M,18,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,
3224,DJAKOVIC Antonio,M,18,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
9936,OTOGBE Mawupemon,M,18,Togo,TOG,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
2915,DAY Noelani Malia,F,18,Tonga,TGA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
4898,HAFNAOUI Ahmed,M,18,Tunisia,TUN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
739,ASLAN Yigit,M,18,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
11500,SAKA Berke,M,18,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Backstroke,
12879,TACYILDIZ Defne,F,18,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Butterfly,
13413,TROIANOVSKYI Ihor,M,18,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
13414,TROIANOVSKYI Ihor,M,18,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
359,ALMATROOSHI Yousuf,M,18,United Arab Emirates,UAE,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
854,BACON Phoebe,F,18,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
5619,HUSKE Torri,F,18,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
5621,HUSKE Torri,F,18,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
5033,HARRIS Meg,F,19,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,Gold
7487,LI Bingjie,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,Gold
14716,YANG Junxuan,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,Gold
14718,YANG Junxuan,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,Silver
5424,HONDA Tomoru,M,19,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,Silver
12386,SMITH Regan,F,19,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Butterfly,Silver
12387,SMITH Regan,F,19,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,Silver
14316,WEYANT Emma,F,19,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Individual Medley,Silver
5034,HARRIS Meg,F,19,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay Team,Bronze
9420,NEILL Thomas,M,19,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,Bronze
7484,LI Bingjie,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 400m Freestyle,Bronze
1857,BURDISSO Federico,M,19,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,Bronze
1858,BURDISSO Federico,M,19,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,Bronze
3317,DOUGLASS Kate,F,19,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,Bronze
12385,SMITH Regan,F,19,United States,USA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,Bronze
1020,BARSEGHYAN Artur,M,19,Armenia,ARM,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
1021,BARSEGHYAN Artur,M,19,Armenia,ARM,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
9418,NEILL Thomas,M,19,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
9419,NEILL Thomas,M,19,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 1500m Freestyle,
7051,KULIASHOVA Anastasiya,F,19,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay Team,
7052,KULIASHOVA Anastasiya,F,19,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
10843,RADJI Nafissath,F,19,Benin,BEN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
12014,SETIN SARTORI Murilo,M,19,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
12015,SETIN SARTORI Murilo,M,19,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay Team,
13940,VIEIRA Ana Carolina,F,19,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
8300,MASTROMATTEO Gabe,M,19,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
8301,MASTROMATTEO Gabe,M,19,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay Team,
8302,MASTROMATTEO Gabe,M,19,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,
210,AI Yanhan,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,
7483,LI Bingjie,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
7485,LI Bingjie,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
7486,LI Bingjie,F,19,China,CHN,2020 Summer,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
